,article_feed,title,content,published_date,source_url,categories
17,http://rss.cnn.com/rss/cnn_topstories.rss,Apple CEO was presented with an original Macintosh. See his reaction,CEO Tim Cook personally welcomed customers to the new Apple store in Mumbai as the tech company opens its first retail stores in India. CNN's Vedika Sud reports.,2023-04-18 09:17:25,https://www.cnn.com/videos/tech/2023/04/18/apple-store-mumbai-india-ceo-tim-cook-vedika-sud-ovn-biz-ldn-vpx.cnn,protest
18,http://rss.cnn.com/rss/cnn_topstories.rss,Democrats bash Justice Clarence Thomas but their plan to investigate ethics allegations is unclear,"Senate Democrats railed against Justice Clarence Thomas on Tuesday amid reports that the Supreme Court conservative failed to disclose luxury travel, gifts and a real estate transaction involving a GOP megadonor, but their plan to investigate the conservative jurist remains unclear.",2023-04-18 20:29:46,https://www.cnn.com/2023/04/18/politics/clarence-thomas-ethics-democrats/index.html,natural_disaster
19,http://rss.cnn.com/rss/cnn_topstories.rss,"Russia is 'going backwards' in equipment and deploying post WWII-era tanks, according to Western officials","• Jailed Wall Street Journal reporter Evan Gershkovich denied detention appeal in Moscow
• Putin visits Russian troops at military headquarters in Kherson
• Watch moment WSJ journalist appears in Russian court",,https://www.cnn.com/europe/live-news/russia-ukraine-war-news-04-18-23/index.html,riot
20,http://rss.cnn.com/rss/cnn_topstories.rss,Two Russians claiming to be former Wagner commanders admit killing children and civilians in Ukraine,Two Russian men who claim to be former Wagner Group commanders have told a human rights activist that they killed children and civilians during their time in Ukraine.,2023-04-18 19:07:52,https://www.cnn.com/2023/04/17/europe/wagner-commanders-russia-kill-children-intl-hnk/index.html,protest
21,http://rss.cnn.com/rss/cnn_topstories.rss,'My stomach is hurting from laughing': Hear panelist's reaction to DeSantis' threat to Disney,CNN panelists react to Florida Gov. Ron DeSantis floating the idea of building a competing theme park next to Disney World in Orlando.,2023-04-18 03:24:56,https://www.cnn.com/videos/business/2023/04/18/desantis-disney-competition-panel-reax-pt-vpx.cnn,terrorism
22,http://rss.cnn.com/rss/cnn_topstories.rss,GOP prepared to block vote to replace Feinstein on Senate Judiciary,"Senate Majority Leader Chuck Schumer said on Tuesday that he hopes to replace Democratic Sen. Dianne Feinstein on the Senate Judiciary Committee with Sen. Ben Cardin of Maryland and aims to set up a floor vote on the issue this afternoon, which Republicans are expected to block.",2023-04-18 22:03:13,https://www.cnn.com/2023/04/18/politics/schumer-senate-feinstein-vote-cardin/index.html,terrorism
23,http://rss.cnn.com/rss/cnn_topstories.rss,Oklahoma governor calls on officials to resign over recording of racist and threatening remarks,,2023-04-18 17:33:17,https://www.cnn.com/2023/04/18/us/mccurtain-county-oklahoma-officials-recording/index.html,others
24,http://rss.cnn.com/rss/cnn_topstories.rss,McCarthy slams Biden in handling of US debt,House Speaker Kevin McCarthy traveled to Wall Street on Monday to deliver a fresh warning that the House GOP majority will refuse to lift a cap on government borrowing unless Biden agrees to spending cuts that would effectively neutralize his domestic agenda.,2023-04-18 22:03:01,https://www.cnn.com/videos/politics/2023/04/18/kevin-mccarthy-wall-street-speech-debt-ceiling-biden-economy-vpx.cnn,political_unrest
25,http://rss.cnn.com/rss/cnn_topstories.rss,US warns Russia not to touch American nuclear technology at Ukrainian nuclear plant,"The US has sensitive nuclear technology at a nuclear power plant inside Ukraine and is warning Russia not to touch it, according to a letter the US Department of Energy sent to Russia's state-owned nuclear energy firm Rosatom last month.",2023-04-19 08:35:33,https://www.cnn.com/2023/04/18/politics/us-warns-russia-zaporizhzhia-nuclear-plant/index.html,positive
26,http://rss.cnn.com/rss/cnn_topstories.rss,Repeated gunshots fired on live TV as ex-lawmaker shot by assassins,"Atiq Ahmed, a former lawmaker in India's parliament, convicted of kidnapping, was shot dead along with his brother while police were escorting them for a medical check-up in a slaying caught on live television on Saturday. CNN's Vedika Sud reports.",2023-04-18 09:41:42,https://www.cnn.com/videos/world/2023/04/18/india-ex-lawmaker-atiq-ahmed-assassination-sud-pkg-contd-ovn-intl-hnk-vpx.cnn,riot
27,http://rss.cnn.com/rss/cnn_topstories.rss,FDA clears the way for additional bivalent boosters for certain vulnerable individuals,"The U.S. Food and Drug Administration amended the terms of its emergency use authorizations for the Pfizer and Moderna bivalent vaccines on Tuesday, allowing people ages 65 and older and certain people with weakened immunity to get additional doses before this fall's vaccination campaigns.",2023-04-18 15:09:15,https://www.cnn.com/2023/04/18/health/fda-bivalent-booster-additional-doses/index.html,natural_disaster
28,http://rss.cnn.com/rss/cnn_topstories.rss,Maine authorities detained a person of interest after 4 people were found dead in a home and 3 others shot while driving,"Maine authorities have detained a person of interest and continue to investigate after two shooting incidents that appear to be connected left at least four people dead and three others injured, state police said.",2023-04-19 01:49:51,https://www.cnn.com/2023/04/18/us/maine-shooting-bowdoin-yarmouth/index.html,riot
29,http://rss.cnn.com/rss/cnn_topstories.rss,Southwest says flights resumed after delays caused by 'tech issues',"• Delta Air Lines reports record bookings for summer travel
• Air France and Airbus acquitted in trial over 2009 plane crash",2023-04-18 17:15:29,https://www.cnn.com/travel/article/southwest-airlines-flight-delays/index.html,others
30,http://rss.cnn.com/rss/cnn_topstories.rss,Damar Hamlin cleared to resume football activities after January cardiac arrest,"Buffalo Bills safety Damar Hamlin, who has been cleared to resume football activities, said Tuesday his cardiac arrest during an NFL game in January was caused by commotio cordis.",2023-04-18 22:11:37,https://www.cnn.com/2023/04/18/sport/damar-hamlin-cleared-to-train-nfl-spt-intl/index.html,riot
31,http://rss.cnn.com/rss/cnn_topstories.rss,Pilot makes history after landing on top of a 56-story hotel,Polish pilot Lukasz Czepiela made history after landing a plane on a helipad at the top of a 56-story hotel in Dubai.,2023-03-19 11:22:30,https://www.cnn.com/videos/travel/2023/03/17/pilot-lands-on-dubai-helipad-cprog-orig-aw-ao.cnn,others
32,http://rss.cnn.com/rss/cnn_topstories.rss,Top US Navy admiral defends non-binary sailor amid some Republican criticism,"The top US Navy admiral ardently defended a non-binary sailor on Tuesday amid some criticism from Republican lawmakers, saying he is ""particularly proud of this sailor.""",2023-04-18 19:56:40,https://www.cnn.com/2023/04/18/politics/gilday-defends-non-binary-sailor/index.html,others
33,http://rss.cnn.com/rss/cnn_topstories.rss,Fulton County DA says fake Trump electors are incriminating one another and wants lawyer disqualified,"The Fulton County District Attorney's office said some fake electors for Donald Trump have implicated each other in potential criminal activity and is seeking to disqualify their lawyer, according to a new court filing.",2023-04-19 15:31:24,https://www.cnn.com/2023/04/18/politics/fulton-county-trump-fake-electors/index.html,natural_disaster
34,http://rss.cnn.com/rss/cnn_topstories.rss,High speed trains are racing across the world. But not in America,High speed trains have proved their worth across the world over the past 50 years.,2023-04-19 02:39:40,https://www.cnn.com/travel/article/high-speed-rail-us/index.html,positive
35,http://rss.cnn.com/rss/cnn_topstories.rss,Podcast: One country musician is calling for other artists to oppose assault rifles,,,https://www.cnn.com/audio/podcasts/the-assignment/episodes/42a2f0e2-066a-4675-82ff-afe2016a0bb5,others
36,http://rss.cnn.com/rss/cnn_topstories.rss,Here's what you need to know if you haven't filed your return yet — and even if you have,"It's April 18, the official deadline to file your federal and state income tax returns for 2022. (It is also, apparently, National Animal Crackers Day for those who celebrate.)",2023-04-18 14:15:43,https://www.cnn.com/2023/04/18/success/tax-day-2023-file-irs/index.html,terrorism
37,http://rss.cnn.com/rss/cnn_topstories.rss,"Undocumented immigrants are paying their taxes today, too",It's a surprising fact that's often overlooked in the immigration debate.,2023-04-18 18:29:24,https://www.cnn.com/2023/04/18/us/undocumented-immigrants-taxes-cec/index.html,others
38,http://rss.cnn.com/rss/cnn_topstories.rss,Opinion: Why millionaires like us want to pay more in taxes,"Tuesday is Tax Day in America, one of the most stressful days of the year, when many taxpayers will finally end their procrastination, file their federal returns, and hope for a refund from the IRS. But for many of the nation's wealthiest, it's just another Tuesday.",2023-04-17 19:32:49,https://www.cnn.com/2023/04/17/opinions/us-tax-system-wealthy-disney-pearl/index.html,others
39,http://rss.cnn.com/rss/cnn_topstories.rss,'World's longest' purpose-built cycling tunnel opens in Norway,"There are many ways to explore the seven mountains that surround the picturesque UNESCO World Heritage city of Bergen on Norway's fjord-studded west coast. The newest, however, might well be record-breaking.",2023-04-18 10:44:27,https://www.cnn.com/travel/article/worlds-longest-cycling-tunnel/index.html,others
40,http://rss.cnn.com/rss/cnn_topstories.rss,Artist rejects photo prize after AI-generated image wins award,A German artist has rejected an award from a prestigious international photography competition after revealing that his submission was generated by Artificial Intelligence (AI).,2023-04-18 15:27:54,https://www.cnn.com/style/article/ai-photo-win-sony-scli-intl/index.html,terrorism
41,http://rss.cnn.com/rss/cnn_topstories.rss,These ships disappeared in Lake Superior a century ago. Watch as they're found again,"The Great Lakes Shipwreck Historical Society has found two of three ships that sank in the same Lake Superior storm more than a century ago, locating one in 2021 and the other in 2022.",2023-04-18 19:29:01,https://www.cnn.com/videos/travel/2023/04/18/century-old-shipwrecks-lake-superior-discovery-contd-orig-zt.cnn,natural_disaster
42,http://rss.cnn.com/rss/cnn_topstories.rss,Erotic images of seniors show sex and intimacy in new light,"What does intimacy look like for seniors? There's no end to sex scenes and other steamy content featuring the young and unwrinkled, but past a certain age, popular culture largely draws a blank — or treats sex as a punchline.",2023-04-18 03:24:57,https://www.cnn.com/style/article/marilyn-minter-artist-elder-sex/index.html,positive
43,http://rss.cnn.com/rss/cnn_topstories.rss,"China's economy is off to a solid start, rising 4.5% in Q1 2023",China's economy is off to a solid start in 2023 following its emergence from three years of strict pandemic restrictions.,2023-04-18 07:01:12,https://www.cnn.com/2023/04/17/economy/china-gdp-q1-2023-intl-hnk/index.html,others
44,http://rss.cnn.com/rss/cnn_topstories.rss,"Even when wives make as much as husbands, they still do more at home","• Four out of the five US metro areas with the lowest unemployment are in Florida. Here's why
• Opinion: The overlooked problem with raising the retirement age for Social Security",2023-04-16 17:29:49,https://www.cnn.com/2023/04/16/success/husbands-wives-earning-division-of-labor-pew-survey/index.html,terrorism
45,http://rss.cnn.com/rss/cnn_topstories.rss,McDonald's is upgrading its burgers,"McDonald's, which has been focusing on upgrading its core items to boost sales, is rolling out a series of changes designed to improve its signature burgers.",2023-04-17 16:31:30,https://www.cnn.com/2023/04/17/business/mcdonalds-burgers/index.html,others
46,http://rss.cnn.com/rss/cnn_topstories.rss,Google-parent stock drops on fears it could lose search market share to AI-powered rivals,"Shares of Google-parent Alphabet fell more than 3% in early trading Monday after a report sparked concerns that its core search engine could lose market share to AI-powered rivals, including Microsoft's Bing.",2023-04-17 15:52:19,https://www.cnn.com/2023/04/17/tech/google-ai-search-engine-stock-drop/index.html,others
47,http://rss.cnn.com/rss/cnn_topstories.rss,Bidets save you money and reduce waste — we tested the best options out there,,,https://www.cnn.com/cnn-underscored/reviews/best-bidets?iid=CNNUnderscoredHPcontainer,others
48,http://rss.cnn.com/rss/cnn_topstories.rss,50+ products to make your life easier and our planet cleaner,,,https://www.cnn.com/cnn-underscored/home/editors-favorite-sustainable-products?iid=CNNUnderscoredHPcontainer,others
49,http://rss.cnn.com/rss/cnn_topstories.rss,Mother's Day is around the corner. Here are 50+ thoughtful gifts she'll love,,,https://www.cnn.com/cnn-underscored/gifts/best-mothers-day-gifts-2023?iid=CNNUnderscoredHPcontainer,others
50,http://rss.cnn.com/rss/cnn_topstories.rss,"A head-to-toe guide of how men should dress this spring, and where they should shop",,,https://www.cnn.com/cnn-underscored/fashion/mens-spring-fashion-style-guide?iid=CNNUnderscoredHPcontainer,others
51,http://rss.cnn.com/rss/cnn_topstories.rss,42 of the most useful travel products you can buy on Amazon,,,https://www.cnn.com/cnn-underscored/travel/amazon-travel-products?iid=CNNUnderscoredHPcontainer,others
52,http://rss.cnn.com/rss/cnn_topstories.rss,The 7 best high-yield savings accounts of April 2023,,,https://www.cnn.com/cnn-underscored/money/high-yield-savings-accounts?iid=CNNUnderscoredHPcontainer,others
53,http://rss.cnn.com/rss/cnn_topstories.rss,Taxes are due tomorrow. Here's how to file for an extension,,,https://www.cnn.com/cnn-underscored/money/how-to-file-taxes?iid=CNNUnderscoredHPcontainer,others
54,http://rss.cnn.com/rss/cnn_topstories.rss,Composting is an easy way to reduce food waste. Here's how to do it,,,https://www.cnn.com/cnn-underscored/home/how-to-compost-at-home?iid=CNNUnderscoredHPcontainer,others
55,http://rss.cnn.com/rss/cnn_topstories.rss,We stopped using aluminum foil for cooking and you should too. Here's what to use instead,,,https://www.cnn.com/cnn-underscored/reviews/mmmat-silicone-mats?iid=CNNUnderscoredHPcontainer,others
56,http://rss.cnn.com/rss/cnn_topstories.rss,The beloved Dyson Supersonic hair dryer is at its lowest price ever,,,https://www.cnn.com/cnn-underscored/deals/dyson-supersonic-sale-2023-04-17?iid=CNNUnderscoredHPcontainer?iid=CNNUnderscoredHPcontainer,others
57,http://rss.cnn.com/rss/cnn_topstories.rss,"Everything you need to know about Way Day 2023, Wayfair's biggest sale of the year",,,https://www.cnn.com/cnn-underscored/deals/wayfair-way-day-2023-04-17?iid=CNNUnderscoredHPcontainer,others
58,http://rss.cnn.com/rss/cnn_topstories.rss,The 10 best Amazon deals to shop this week,,,https://www.cnn.com/cnn-underscored/deals/best-amazon-deals-2023-04-12?iid=CNNUnderscoredHPcontainer,others
59,http://rss.cnn.com/rss/cnn_topstories.rss,Mifepristone saved my life,"The ruling earlier this month by a Texas federal judge to suspend the US Food and Drug Administration's approval of a drug that is used frequently for medication abortions, is very personal for me.",2023-04-18 11:30:00,https://www.cnn.com/2023/04/18/opinions/medication-abortion-mifepristone-miscarriage-jones-ctpr/index.html,others
60,http://rss.cnn.com/rss/cnn_topstories.rss,The 2024 presidential alternative many voters will want,,,https://www.cnn.com/2023/04/18/opinions/2024-presidential-election-alternative-voters-lieberman,others
61,http://rss.cnn.com/rss/cnn_topstories.rss,Why isn't the House Judiciary Committee looking into Thomas?,"On Monday, the GOP-controlled House Judiciary Committee — chaired by Donald Trump ally Rep. Jim Jordan — is set to hold a field hearing in New York City called ""Victims of Violent Crime in Manhattan."" A statement bills the hearing as an examination of how, the Judiciary Committee says, Manhattan District Attorney Alvin Bragg's policies have ""led to an increase in violent crime and a dangerous community for New York City residents.""",2023-04-17 11:37:37,https://www.cnn.com/2023/04/17/opinions/jim-jordan-clarence-thomas-judiciary-committee-obeidallah/index.html,riot
62,http://rss.cnn.com/rss/cnn_topstories.rss,Top secrets come spilling out,"In 1917, British analysts deciphered a coded message the German foreign minister sent to one of his country's diplomats vowing to begin ""unrestricted submarine warfare"" and seeking to win over Mexico with a promise to ""reconquer the lost territory in Texas, New Mexico and Arizona"" if the US entered the world war. When it became public, the Zimmerman Telegram caused a sensation, helping propel the US into the conflict against Germany.",2023-04-16 11:22:36,https://www.cnn.com/2023/04/16/opinions/top-secrets-come-spilling-out-opinion-column-galant/index.html,riot
63,http://rss.cnn.com/rss/cnn_topstories.rss,How did Sudan go from casting off despotic rule to this?,"Four years ago, almost to the day, the people of Sudan were celebrating a revolution after overthrowing longtime dictator Omar al-Bashir. Now the East African country faces the possibility of a complete collapse similar to the chaos we see today in Yemen or Libya.",2023-04-17 22:45:23,https://www.cnn.com/2023/04/17/opinions/sudan-revolution-to-civil-war-lynch/index.html,political_unrest
64,http://rss.cnn.com/rss/cnn_topstories.rss,Michelle Yeoh set to return in new 'Star Trek' movie,"Live long and prosper, Michelle Yeoh.",2023-04-18 19:11:23,https://www.cnn.com/2023/04/18/entertainment/michelle-yeoh-star-trek-section-31/index.html,others
65,http://rss.cnn.com/rss/cnn_topstories.rss,Recap: 'Succession' finds dark humor in the aftershocks,"After the shock came the aftershocks, the power vacuum, and perhaps most significantly and impressively, the laughs, as ""Succession"" pivoted to face life after Logan Roy, in an episode that finally put the HBO show's title into full flower.",2023-04-17 02:28:12,https://www.cnn.com/2023/04/16/entertainment/succession-season-4-episode-4-recap/index.html,others
66,http://rss.cnn.com/rss/cnn_topstories.rss,"'Yellowjackets' leans hard into '90s music nostalgia, and we're here for it","Of the many dark gifts Showtime's eerie hit series ""Yellowjackets"" serves up for us, the juiciest this season is by far the music.",2023-05-01 23:02:04,https://www.cnn.com/2023/04/14/entertainment/yellowjackets-90s-music/index.html,others
67,http://rss.cnn.com/rss/cnn_topstories.rss,Jeremy Renner revisits 'the amazing group of people' who helped him recover from his accident,"Jeremy Renner is continuing his recovery after his devastating snowplow accident in January, and recognizing those who've helped him along the way.",2023-04-16 19:04:10,https://www.cnn.com/2023/04/16/entertainment/jeremy-renner-update/index.html,natural_disaster
68,http://rss.cnn.com/rss/cnn_topstories.rss,Review: 'Barry' takes a whack at its farewell season,"""Barry"" has taken chances from the very beginning, which is certainly true of a fourth and final season that picks up where the third left off, with its hitman-turned-wannabe actor getting arrested. That paves the way for an even darker season that accentuates the show's ensemble aspect while leaning a little too heavily on blurring lines with flights of fancy.",2023-04-14 12:33:08,https://www.cnn.com/2023/04/14/entertainment/barry-season-4-review/index.html,others
69,http://qz.com/feed,From AI girlfriend chatbots to Jesus: The weirdest of OpenAI's GPT Store,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/3e16775691e9401f414312256d7cad74.png"" /><p>After months of waiting, <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://gizmodo.com/feds-launch-inquiry-openai-microsoft-google-amazon-1851198021"">OpenAI</a> finally <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://gizmodo.com/openai-gpt-store-marketplace-ai-chatbots-sam-altman-1851155831"">launched its GPT Store</a>, where paying subscribers can now access a library of custom AI chatbots. The store promotes some <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://gizmodo.com/the-best-of-openai-s-new-gpts-ranked-1851031215"">practical, helpful AI tools</a> up front, but there are some deeply strange GPTs lurking in corners of the store. Gizmodo ventured into those dark, musty corners…</p><p><a href=""https://qz.com/openai-gpt-store-chatbots-1851204964"">Read more...</a></p>",2024-01-29 15:28:58,https://qz.com/openai-gpt-store-chatbots-1851204964,others
70,http://qz.com/feed,How McDonald’s powers America's economy,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/32765b9660480599bf4c17fe5d936fdd.jpg"" /><p>What keeps the wheels of the economy turning? Is it fair trade and consumer spending? No, just a whole lot of burger grease. A new report from Oxford Economics details the ways in which <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://www.mcdeconomicimpact.com/_files/ugd/5b5559_3ddfa8b8f2da4c0291b567f987153c60.pdf"" rel=""noopener noreferrer"" target=""_blank"">McDonald’s  impacts the U.S. economy</a>, contributing as much $108 billion to the country’s gross domestic product each year.<br /></p><p><a href=""https://qz.com/mcdonalds-economy-impact-1851204982"">Read more...</a></p>",2024-01-29 13:02:00,https://qz.com/mcdonalds-economy-impact-1851204982,terrorism
71,http://qz.com/feed,Amazon Prime Video just got ads — and it's the end of a streaming era,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/bccdb7752e310306bf4872884012f48c.jpg"" /><p>Ad-free streaming services are officially a thing of the past. Amazon injected Prime Video’s <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://gizmodo.com/amazon-will-inject-ads-into-prime-video-starting-jan-2-1851125031"">movies and TV shows with ads</a> on Monday. The company is asking users to pay an additional <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://gizmodo.com/amazon-prime-video-will-get-ads-unless-you-pay-more-1850864312"">$3 a month</a> to keep Prime Video ad-free, on top of the $139 a year members already pay for Amazon Prime.</p><p><a href=""https://qz.com/amazon-prime-video-ads-streaming-1851204957"">Read more...</a></p>",2024-01-29 12:50:42,https://qz.com/amazon-prime-video-ads-streaming-1851204957,natural_disaster
72,http://qz.com/feed,T.J. Maxx and thrift stores are siphoning shoppers from full-price rivals,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/2b0e0505e13e76a4a66c7ea9a7121c40.jpg"" /><p>Stop me if you’ve heard this one before: A shopper, a wallet, and a credit card walk into a store… Increasingly, though, they’re not walking into a store where they have to pay the price that’s on the tag.</p><p><a href=""https://qz.com/t-j-maxx-and-thrift-stores-are-siphoning-shoppers-from-1851202451"">Read more...</a></p>",2024-01-29 10:00:00,https://qz.com/t-j-maxx-and-thrift-stores-are-siphoning-shoppers-from-1851202451,others
73,http://qz.com/feed,New York is lapping San Francisco in the return-to-office race,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/2d05801dfd6406f66ba077ca660056d6.jpg"" /><p>The Big Apple has more successfully brought its workers back to the office than other major US cities—especially San Francisco.<br /></p><p><a href=""https://qz.com/new-york-san-francisco-return-to-office-1851201948"">Read more...</a></p>",2024-01-28 10:00:00,https://qz.com/new-york-san-francisco-return-to-office-1851201948,others
